time,value
2021-07-07 05:14:00.017089+00:00,0.39219402698154393
2021-07-07 05:14:00.037068+00:00,0.39883901664706783
2021-07-07 05:14:00.056959+00:00,0.40280182422625643
2021-07-07 05:14:00.076835+00:00,0.3960892212620788
2021-07-07 05:14:00.096766+00:00,0.403580226968567
2021-07-07 05:14:00.116672+00:00,0.4007407012021615
2021-07-07 05:14:00.136561+00:00,0.4052536208351506
2021-07-07 05:14:00.156352+00:00,0.4008484097511178
2021-07-07 05:14:00.176305+00:00,0.4033177675233265
2021-07-07 05:14:00.196158+00:00,0.4059546664345664
2021-07-07 05:14:00.216048+00:00,0.40438141500321206
2021-07-07 05:14:00.236008+00:00,0.40187626105556423
2021-07-07 05:14:00.256452+00:00,0.3981522713736543
2021-07-07 05:14:00.276107+00:00,0.3999147724203247
2021-07-07 05:14:00.296064+00:00,0.39921554178162955
2021-07-07 05:14:00.315913+00:00,0.3981776719003716
2021-07-07 05:14:00.335777+00:00,0.3988155994943026
2021-07-07 05:14:00.355643+00:00,0.3993672450264293
2021-07-07 05:14:00.375731+00:00,0.40006510820115276
2021-07-07 05:14:00.395658+00:00,0.4011774445304721
2021-07-07 05:14:00.415575+00:00,0.39978269197152594
2021-07-07 05:14:00.435412+00:00,0.39942554500181887
2021-07-07 05:14:00.455402+00:00,0.39948893902084454
2021-07-07 05:14:00.475277+00:00,0.40258542745608666
2021-07-07 05:14:00.495232+00:00,0.3976727046202694
2021-07-07 05:14:00.515155+00:00,0.3964288561646339
2021-07-07 05:14:00.535135+00:00,0.4001361158405975
2021-07-07 05:14:00.555074+00:00,0.39923687354752196
2021-07-07 05:14:00.575033+00:00,0.3932648344309468
2021-07-07 05:14:00.594963+00:00,0.40053182794879116
2021-07-07 05:14:00.614945+00:00,0.39200834991107014
2021-07-07 05:14:00.634882+00:00,0.4042394725901962
2021-07-07 05:14:00.654790+00:00,0.3975432565143069
2021-07-07 05:14:00.674730+00:00,0.39747267327452845
2021-07-07 05:14:00.694729+00:00,0.39971620632643856
2021-07-07 05:14:00.714682+00:00,0.39205324638370237
2021-07-07 05:14:00.734621+00:00,0.4025390033276279
2021-07-07 05:14:00.754593+00:00,0.3956009357926243
2021-07-07 05:14:00.774528+00:00,0.403555166489044
2021-07-07 05:14:00.794519+00:00,0.36865075830655775
2021-07-07 05:14:00.814471+00:00,0.4078251184024839
2021-07-07 05:14:00.834430+00:00,0.39945888699589605
2021-07-07 05:14:00.854359+00:00,0.400043551129124
2021-07-07 05:14:00.874248+00:00,0.39692649294296295
2021-07-07 05:14:00.894146+00:00,0.4049877208015078
2021-07-07 05:14:00.914081+00:00,0.4056094293775726
2021-07-07 05:14:00.933897+00:00,0.4057590077866418
2021-07-07 05:14:00.953772+00:00,0.40330039375135757
2021-07-07 05:14:00.974085+00:00,0.40267317318142765
2021-07-07 05:14:00.993894+00:00,0.39400213705004195
2021-07-07 05:14:01.013772+00:00,0.40046801170630353
2021-07-07 05:14:01.033733+00:00,0.40070560714819053
2021-07-07 05:14:01.053642+00:00,0.4036893870291861
2021-07-07 05:14:01.073469+00:00,0.40463017880528884
2021-07-07 05:14:01.093408+00:00,0.397709076587397
2021-07-07 05:14:01.113267+00:00,0.40913861660811246
2021-07-07 05:14:01.133164+00:00,0.40460993067397644
2021-07-07 05:14:01.152984+00:00,0.394971487578534
2021-07-07 05:14:01.172961+00:00,0.4014788716732178
2021-07-07 05:14:01.192840+00:00,0.40125834221857626
2021-07-07 05:14:01.212764+00:00,0.3872619155042231
2021-07-07 05:14:01.232663+00:00,0.40287852809500785
