time,value
2021-07-07 04:14:00.005597+00:00,0.41438682749334593
2021-07-07 04:14:00.025486+00:00,0.40262661312933606
2021-07-07 04:14:00.045385+00:00,0.4047496124766521
2021-07-07 04:14:00.065248+00:00,0.40742977898037847
2021-07-07 04:14:00.085195+00:00,0.4108254140142745
2021-07-07 04:14:00.105349+00:00,0.4069812039885872
2021-07-07 04:14:00.125246+00:00,0.41312958644957887
2021-07-07 04:14:00.145169+00:00,0.42278987073959096
2021-07-07 04:14:00.165035+00:00,0.4159112073507999
2021-07-07 04:14:00.184924+00:00,0.4265556015339619
2021-07-07 04:14:00.204738+00:00,0.4172051442635865
2021-07-07 04:14:00.224684+00:00,0.4222743951508309
2021-07-07 04:14:00.244757+00:00,0.4144430146594343
2021-07-07 04:14:00.264601+00:00,0.41616183919239885
2021-07-07 04:14:00.284379+00:00,0.4124582243088384
2021-07-07 04:14:00.304308+00:00,0.4110532082346518
2021-07-07 04:14:00.324190+00:00,0.4101784499458742
2021-07-07 04:14:00.344050+00:00,0.43406796242063295
2021-07-07 04:14:00.363981+00:00,0.41077598469238685
2021-07-07 04:14:00.383879+00:00,0.41598000480792346
2021-07-07 04:14:00.403792+00:00,0.41200311212416835
2021-07-07 04:14:00.423629+00:00,0.4133223724890779
2021-07-07 04:14:00.443583+00:00,0.41340864528937954
2021-07-07 04:14:00.463477+00:00,0.4137683361495899
2021-07-07 04:14:00.483340+00:00,0.42615581469692515
2021-07-07 04:14:00.503395+00:00,0.41816033766965516
2021-07-07 04:14:00.523298+00:00,0.41471041414461735
2021-07-07 04:14:00.543195+00:00,0.4150600756517061
2021-07-07 04:14:00.563134+00:00,0.41257092626601793
2021-07-07 04:14:00.583110+00:00,0.4106947664628806
2021-07-07 04:14:00.603049+00:00,0.4153660799824656
2021-07-07 04:14:00.622975+00:00,0.40919847018286865
2021-07-07 04:14:00.642888+00:00,0.4163044011297503
2021-07-07 04:14:00.662875+00:00,0.41579627607760034
2021-07-07 04:14:00.682814+00:00,0.41745800411538403
2021-07-07 04:14:00.702748+00:00,0.41303915068671154
2021-07-07 04:14:00.722688+00:00,0.40657202805898984
2021-07-07 04:14:00.742622+00:00,0.40573369542102367
2021-07-07 04:14:00.762594+00:00,0.4127497038157629
2021-07-07 04:14:00.782546+00:00,0.41558617397598785
2021-07-07 04:14:00.802509+00:00,0.41043098274862244
